ID,Interval,Transfer,Bitrate,Retr,Cwnd
9,216.00-217.00,827 KBytes,6.78 Mbits/sec,6,29.7 KBytes
11,217.00-218.00,954 KBytes,7.82 Mbits/sec,0,41.0 KBytes
9,218.00-219.00,827 KBytes,6.77 Mbits/sec,26,2.83 KBytes
13,218.00-219.00,1.25 MBytes,10.5 Mbits/sec,25,11.3 KBytes
7,220.00-221.00,1.06 MBytes,8.87 Mbits/sec,5,21.2 KBytes
9,220.00-221.00,827 KBytes,6.78 Mbits/sec,6,35.4 KBytes
11,220.00-221.00,954 KBytes,7.83 Mbits/sec,5,28.3 KBytes
9,222.00-223.00,827 KBytes,6.78 Mbits/sec,0,39.6 KBytes
13,222.00-223.00,1.25 MBytes,10.5 Mbits/sec,8,14.1 KBytes
7,223.00-224.00,1.06 MBytes,8.86 Mbits/sec,0,31.1 KBytes
11,223.00-224.00,954 KBytes,7.82 Mbits/sec,8,18.4 KBytes
9,224.00-225.00,827 KBytes,6.78 Mbits/sec,2,15.6 KBytes
7,226.00-227.00,1.06 MBytes,8.86 Mbits/sec,0,41.0 KBytes
11,226.00-227.00,954 KBytes,7.82 Mbits/sec,0,33.9 KBytes
